199.0, 812.0, 221.0, 605.0, 805.0, 205.0
199.0, 812.0, 221.0, 201.0, 1211.0, 198.0
201.0, 1211.0, 198.0, 603.0, 1207.0, 197.0
605.0, 805.0, 205.0, 603.0, 1207.0, 197.0
199.0, 812.0, 221.0, 214.0, 809.0, 609.0
605.0, 805.0, 205.0, 610.0, 815.0, 615.0
201.0, 1211.0, 198.0, 204.0, 1209.0, 609.0
603.0, 1207.0, 197.0, 590.0, 1185.0, 617.0
214.0, 809.0, 609.0, 610.0, 815.0, 615.0
214.0, 809.0, 609.0, 204.0, 1209.0, 609.0
204.0, 1209.0, 609.0, 590.0, 1185.0, 617.0
590.0, 1185.0, 617.0, 610.0, 815.0, 615.0/799.0, 812.0, 221.0, 1205.0, 805.0, 205.0
799.0, 812.0, 221.0, 801.0, 1211.0, 198.0
801.0, 1211.0, 198.0, 1203.0, 1207.0, 197.0
1205.0, 805.0, 205.0, 1203.0, 1207.0, 197.0
799.0, 812.0, 221.0, 814.0, 809.0, 609.0
1205.0, 805.0, 205.0, 1210.0, 815.0, 615.0
801.0, 1211.0, 198.0, 804.0, 1209.0, 609.0
1203.0, 1207.0, 197.0, 1190.0, 1185.0, 617.0
814.0, 809.0, 609.0, 1210.0, 815.0, 615.0
814.0, 809.0, 609.0, 804.0, 1209.0, 609.0
804.0, 1209.0, 609.0, 1190.0, 1185.0, 617.0
1190.0, 1185.0, 617.0, 1210.0, 815.0, 615.0/799.0, 1412.0, 221.0, 1205.0, 1405.0, 205.0
799.0, 1412.0, 221.0, 801.0, 1811.0, 198.0
801.0, 1811.0, 198.0, 1203.0, 1807.0, 197.0
1205.0, 1405.0, 205.0, 1203.0, 1807.0, 197.0
799.0, 1412.0, 221.0, 814.0, 1409.0, 609.0
1205.0, 1405.0, 205.0, 1210.0, 1415.0, 615.0
801.0, 1811.0, 198.0, 804.0, 1809.0, 609.0
1203.0, 1807.0, 197.0, 1190.0, 1785.0, 617.0
814.0, 1409.0, 609.0, 1210.0, 1415.0, 615.0
814.0, 1409.0, 609.0, 804.0, 1809.0, 609.0
804.0, 1809.0, 609.0, 1190.0, 1785.0, 617.0
1190.0, 1785.0, 617.0, 1210.0, 1415.0, 615.0/199.0, 1412.0, 221.0, 605.0, 1405.0, 205.0
199.0, 1412.0, 221.0, 201.0, 1811.0, 198.0
201.0, 1811.0, 198.0, 603.0, 1807.0, 197.0
605.0, 1405.0, 205.0, 603.0, 1807.0, 197.0
199.0, 1412.0, 221.0, 214.0, 1409.0, 609.0
605.0, 1405.0, 205.0, 610.0, 1415.0, 615.0
201.0, 1811.0, 198.0, 204.0, 1809.0, 609.0
603.0, 1807.0, 197.0, 590.0, 1785.0, 617.0
214.0, 1409.0, 609.0, 610.0, 1415.0, 615.0
214.0, 1409.0, 609.0, 204.0, 1809.0, 609.0
204.0, 1809.0, 609.0, 590.0, 1785.0, 617.0
590.0, 1785.0, 617.0, 610.0, 1415.0, 615.0
